Parcel,Year,Transect,Transect Unique ID,Species,Lifecycle,Lifeform,Vegetation Type,Hits,Cover (%)
LAW129_118,2022,19,LAW129_19,SATR12,Annual,Herb,weed,6,3
LAW129_118,2022,19,LAW129_19,ERNA10,Perennial,Shrub,shrub,3,1.5
LAW129_118,2022,19,LAW129_19,ATPO,Perennial,Shrub,shrub,6,3
LAW129_118,2022,19,LAW129_19,ATCA2,Perennial,Shrub,shrub,9,4.5
LAW129_118,2022,20,LAW129_20,ERNA10,Perennial,Shrub,shrub,3,1.5
LAW129_118,2022,20,LAW129_20,SATR12,Annual,Herb,weed,24,12
LAW129_118,2022,20,LAW129_20,ATCA2,Perennial,Shrub,shrub,3,1.5
LAW129_118,2022,20,LAW129_20,ATPO,Perennial,Shrub,shrub,1,0.5
LAW129_118,2022,20,LAW129_20,ATTO,Perennial,Shrub,shrub,1,0.5
LAW095,2022,21,LAW095_21,SATR12,Annual,Herb,weed,1,0.5
LAW095,2022,21,LAW095_21,ATCA2,Perennial,Shrub,shrub,5,2.5
LAW095,2022,21,LAW095_21,SPAI,Perennial,Grass,grass,4,2
LAW095,2022,21,LAW095_21,ERNA10,Perennial,Shrub,shrub,5,2.5
LAW095,2022,21,LAW095_21,ATPO,Perennial,Shrub,shrub,35,17.5
LAW095,2022,21,LAW095_21,AMDU2,Perennial,Shrub,shrub,2,1
LAW095,2022,22,LAW095_22,ATTO,Perennial,Shrub,shrub,2,1
LAW095,2022,22,LAW095_22,ATCA2,Perennial,Shrub,shrub,12,6
LAW095,2022,22,LAW095_22,ATPO,Perennial,Shrub,shrub,20,10
LAW095,2022,22,LAW095_22,SATR12,Annual,Herb,weed,2,1
LAW095,2022,22,LAW095_22,ERNA10,Perennial,Shrub,shrub,3,1.5
LAW095,2022,23,LAW095_23,SATR12,Annual,Herb,weed,4,2
LAW095,2022,23,LAW095_23,SPAI,Perennial,Grass,grass,3,1.5
LAW095,2022,23,LAW095_23,ERNA10,Perennial,Shrub,shrub,10,5
LAW095,2022,23,LAW095_23,ATTO,Perennial,Shrub,shrub,5,2.5
LAW095,2022,23,LAW095_23,DISP,Perennial,Grass,grass,3,1.5
LAW095,2022,23,LAW095_23,ATTO,Perennial,Shrub,shrub,2,1
LAW095,2022,23,LAW095_23,LYCO,NA,NA,NA,1,0.5
LAW095,2022,23,LAW095_23,LECI4,Perennial,Grass,grass,1,0.5
LAW095,2022,23,LAW095_23,LETR5,Perennial,Grass,grass,3,1.5
LAW095,2022,24,LAW095_24,ERNA10,Perennial,Shrub,shrub,12,6
LAW095,2022,24,LAW095_24,ATTO,Perennial,Shrub,shrub,12,6
LAW095,2022,24,LAW095_24,ATCA2,Perennial,Shrub,shrub,2,1
LAW095,2022,25,LAW095_25,ATTO,Perennial,Shrub,shrub,5,2.5
LAW095,2022,25,LAW095_25,SPAI,Perennial,Grass,grass,1,0.5
LAW095,2022,25,LAW095_25,ATCA2,Perennial,Shrub,shrub,12,6
LAW095,2022,25,LAW095_25,ATPO,Perennial,Shrub,shrub,16,8
LAW095,2022,25,LAW095_25,SATR12,Annual,Herb,weed,1,0.5
LAW095,2022,26,LAW095_26,SATR12,Annual,Herb,weed,3,1.5
LAW095,2022,26,LAW095_26,ATCA2,Perennial,Shrub,shrub,18,9
LAW095,2022,26,LAW095_26,SPAI,Perennial,Grass,grass,9,4.5
LAW095,2022,26,LAW095_26,ERNA10,Perennial,Shrub,shrub,4,2
LAW095,2022,26,LAW095_26,ATTO,Perennial,Shrub,shrub,3,1.5
LAW095,2022,26,LAW095_26,DISP,Perennial,Grass,grass,1,0.5
LAW095,2022,27,LAW095_27,ERNA10,Perennial,Shrub,shrub,4,2
LAW095,2022,27,LAW095_27,ATCA2,Perennial,Shrub,shrub,2,1
LAW095,2022,27,LAW095_27,SPAI,Perennial,Grass,grass,3,1.5
LAW095,2022,27,LAW095_27,SATR12,Annual,Herb,weed,4,2
LAW095,2022,27,LAW095_27,DISP,Perennial,Grass,grass,2,1
LAW095,2022,28,LAW095_28,SATR12,Annual,Herb,weed,1,0.5
LAW095,2022,28,LAW095_28,ERNA10,Perennial,Shrub,shrub,1,0.5
LAW095,2022,28,LAW095_28,ATPO,Perennial,Shrub,shrub,27,13.5
LAW095,2022,28,LAW095_28,ATCA2,Perennial,Shrub,shrub,6,3
LAW095,2022,28,LAW095_28,ATTO,Perennial,Shrub,shrub,3,1.5
LAW095,2022,28,LAW095_28,SPAI,Perennial,Grass,grass,1,0.5
LAW095,2022,29,LAW095_29,ATPO,Perennial,Shrub,shrub,2,1
LAW095,2022,29,LAW095_29,ATCA2,Perennial,Shrub,shrub,4,2
LAW095,2022,29,LAW095_29,ERNA10,Perennial,Shrub,shrub,11,5.5
LAW095,2022,29,LAW095_29,LETR5,Perennial,Grass,grass,2,1
LAW095,2022,30,LAW095_30,SATR12,Annual,Herb,weed,1,0.5
LAW095,2022,30,LAW095_30,ATPO,Perennial,Shrub,shrub,10,5
LAW095,2022,30,LAW095_30,ATCA2,Perennial,Shrub,shrub,7,3.5
LAW095,2022,30,LAW095_30,ERNA10,Perennial,Shrub,shrub,8,4
LAW095,2022,30,LAW095_30,AMDU2,Perennial,Shrub,shrub,3,1.5
LAW095,2022,31,LAW095_31,SATR12,Annual,Herb,weed,2,1
LAW095,2022,31,LAW095_31,ATPO,Perennial,Shrub,shrub,5,2.5
LAW095,2022,31,LAW095_31,ERNA10,Perennial,Shrub,shrub,5,2.5
LAW095,2022,31,LAW095_31,ATCA2,Perennial,Shrub,shrub,3,1.5
LAW095,2022,32,LAW095_32,SATR12,Annual,Herb,weed,9,4.5
LAW095,2022,32,LAW095_32,ATPO,Perennial,Shrub,shrub,5,2.5
LAW095,2022,32,LAW095_32,ATCA2,Perennial,Shrub,shrub,7,3.5
LAW095,2022,33,LAW095_33,DISP,Perennial,Grass,grass,2,1
LAW095,2022,33,LAW095_33,SATR12,Annual,Herb,weed,2,1
LAW095,2022,33,LAW095_33,ATTO,Perennial,Shrub,shrub,9,4.5
LAW095,2022,33,LAW095_33,ATPO,Perennial,Shrub,shrub,5,2.5
LAW095,2022,33,LAW095_33,SPAI,Perennial,Grass,grass,4,2
LAW095,2022,33,LAW095_33,ATCA2,Perennial,Shrub,shrub,2,1
LAW095,2022,33,LAW095_33,LEFR2,Perennial,Shrub,shrub,1,0.5
LAW095,2022,33,LAW095_33,ERNA10,Perennial,Shrub,shrub,5,2.5
LAW095,2022,34,LAW095_34,SATR12,Annual,Herb,weed,6,3
LAW095,2022,34,LAW095_34,DISP,Perennial,Grass,grass,7,3.5
LAW095,2022,34,LAW095_34,ERNA10,Perennial,Shrub,shrub,10,5
LAW095,2022,34,LAW095_34,ATPO,Perennial,Shrub,shrub,8,4
LAW095,2022,34,LAW095_34,ATCA2,Perennial,Shrub,shrub,11,5.5
LAW095,2022,34,LAW095_34,ATTO,Perennial,Shrub,shrub,1,0.5
LAW095,2022,35,LAW095_35,SATR12,Annual,Herb,weed,15,7.5
LAW095,2022,35,LAW095_35,ATCA2,Perennial,Shrub,shrub,10,5
LAW095,2022,36,LAW095_36,SATR12,Annual,Herb,weed,13,6.5
LAW095,2022,36,LAW095_36,ATCA2,Perennial,Shrub,shrub,6,3
LAW095,2022,36,LAW095_36,ATTO,Perennial,Shrub,shrub,7,3.5
LAW095,2022,37,LAW095_37,SATR12,Annual,Herb,weed,10,5
LAW095,2022,37,LAW095_37,ATCA2,Perennial,Shrub,shrub,8,4
LAW095,2022,37,LAW095_37,ATPO,Perennial,Shrub,shrub,3,1.5
LAW095,2022,37,LAW095_37,ERNA10,Perennial,Shrub,shrub,2,1
LAW095,2022,37,LAW095_37,ATTO,Perennial,Shrub,shrub,3,1.5
LAW095,2022,38,LAW095_38,SATR12,Annual,Herb,weed,15,7.5
LAW095,2022,38,LAW095_38,ATCA2,Perennial,Shrub,shrub,7,3.5
LAW095,2022,38,LAW095_38,ERNA10,Perennial,Shrub,shrub,3,1.5
LAW095,2022,38,LAW095_38,DISP,Perennial,Grass,grass,2,1
LAW095,2022,38,LAW095_38,ATPO,Perennial,Shrub,shrub,4,2
LAW095,2022,39,LAW095_39,SATR12,Annual,Herb,weed,9,4.5
LAW095,2022,39,LAW095_39,ATCA2,Perennial,Shrub,shrub,9,4.5
LAW095,2022,39,LAW095_39,ATPO,Perennial,Shrub,shrub,16,8
LAW095,2022,40,LAW095_40,SATR12,Annual,Herb,weed,14,7
LAW095,2022,40,LAW095_40,ATCA2,Perennial,Shrub,shrub,7,3.5
LAW095,2022,40,LAW095_40,ATPO,Perennial,Shrub,shrub,5,2.5
LAW094,2022,41,LAW094_41,SATR12,Annual,Herb,weed,4,2
LAW094,2022,41,LAW094_41,ATCA2,Perennial,Shrub,shrub,10,5
LAW094,2022,41,LAW094_41,KRLA2,Perennial,Shrub,shrub,1,0.5
LAW094,2022,41,LAW094_41,ATPO,Perennial,Shrub,shrub,6,3
LAW094,2022,42,LAW094_42,SATR12,Annual,Herb,weed,5,2.5
LAW094,2022,42,LAW094_42,ATCA2,Perennial,Shrub,shrub,16,8
LAW094,2022,42,LAW094_42,ATPO,Perennial,Shrub,shrub,7,3.5
LAW094,2022,43,LAW094_43,SATR12,Annual,Herb,weed,5,2.5
LAW094,2022,43,LAW094_43,ATCA2,Perennial,Shrub,shrub,14,7
LAW094,2022,43,LAW094_43,ATPO,Perennial,Shrub,shrub,6,3
LAW094,2022,44,LAW094_44,SATR12,Annual,Herb,weed,4,2
LAW094,2022,44,LAW094_44,ATCA2,Perennial,Shrub,shrub,8,4
LAW094,2022,44,LAW094_44,ATPO,Perennial,Shrub,shrub,13,6.5
LAW094,2022,45,LAW094_45,SATR12,Annual,Herb,weed,3,1.5
LAW094,2022,45,LAW094_45,ATCA2,Perennial,Shrub,shrub,9,4.5
LAW094,2022,45,LAW094_45,ATPO,Perennial,Shrub,shrub,1,0.5
LAW094,2022,46,LAW094_46,SATR12,Annual,Herb,weed,1,0.5
LAW094,2022,46,LAW094_46,ATPO,Perennial,Shrub,shrub,4,2
LAW094,2022,46,LAW094_46,PSARM,Perennial,Shrub,shrub,6,3
LAW094,2022,46,LAW094_46,ERNA10,Perennial,Shrub,shrub,16,8
LAW094,2022,46,LAW094_46,ENFA,NA,NA,NA,4,2
LAW094,2022,47,LAW094_47,SATR12,Annual,Herb,weed,6,3
LAW094,2022,47,LAW094_47,ATCA2,Perennial,Shrub,shrub,16,8
LAW094,2022,47,LAW094_47,KRLA2,Perennial,Shrub,shrub,4,2
LAW094,2022,47,LAW094_47,SPAI,Perennial,Grass,grass,1,0.5
LAW094,2022,48,LAW094_48,ERNA10,Perennial,Shrub,shrub,10,5
LAW094,2022,48,LAW094_48,PSARM,Perennial,Shrub,shrub,4,2
LAW094,2022,48,LAW094_48,SATR12,Annual,Herb,weed,6,3
LAW094,2022,48,LAW094_48,SPAI,Perennial,Grass,grass,2,1
LAW094,2022,48,LAW094_48,DISP,Perennial,Grass,grass,1,0.5
LAW094,2022,48,LAW094_48,ATPO,Perennial,Shrub,shrub,3,1.5
LAW094,2022,48,LAW094_48,ATCA2,Perennial,Shrub,shrub,6,3
LAW094,2022,49,LAW094_49,ERNA10,Perennial,Shrub,shrub,7,3.5
LAW094,2022,49,LAW094_49,SATR12,Annual,Herb,weed,3,1.5
LAW094,2022,49,LAW094_49,ATPO,Perennial,Shrub,shrub,17,8.5
LAW094,2022,49,LAW094_49,ATCA2,Perennial,Shrub,shrub,4,2
LAW094,2022,50,LAW094_50,SATR12,Annual,Herb,weed,2,1
LAW094,2022,50,LAW094_50,ATPO,Perennial,Shrub,shrub,16,8
LAW094,2022,50,LAW094_50,ATCA2,Perennial,Shrub,shrub,10,5
LAW094,2022,51,LAW094_51,SATR12,Annual,Herb,weed,19,9.5
LAW094,2022,51,LAW094_51,ATTO,Perennial,Shrub,shrub,4,2
LAW094,2022,51,LAW094_51,ATCA2,Perennial,Shrub,shrub,8,4
LAW094,2022,52,LAW094_52,SATR12,Annual,Herb,weed,10,5
LAW094,2022,52,LAW094_52,ATCA2,Perennial,Shrub,shrub,6,3
LAW094,2022,52,LAW094_52,ATPO,Perennial,Shrub,shrub,9,4.5
LAW094,2022,53,LAW094_53,SATR12,Annual,Herb,weed,24,12
LAW094,2022,53,LAW094_53,ATPO,Perennial,Shrub,shrub,11,5.5
LAW094,2022,53,LAW094_53,KRLA2,Perennial,Shrub,shrub,2,1
LAW094,2022,53,LAW094_53,LETR5,Perennial,Grass,grass,3,1.5
LAW094,2022,53,LAW094_53,ERNA10,Perennial,Shrub,shrub,5,2.5
LAW094,2022,53,LAW094_53,SPAI,Perennial,Grass,grass,4,2
LAW094,2022,54,LAW094_54,SATR12,Annual,Herb,weed,23,11.5
LAW094,2022,54,LAW094_54,ATCA2,Perennial,Shrub,shrub,12,6
LAW094,2022,54,LAW094_54,KRLA2,Perennial,Shrub,shrub,3,1.5
LAW094,2022,54,LAW094_54,ERNA10,Perennial,Shrub,shrub,3,1.5
LAW094,2022,54,LAW094_54,SPAI,Perennial,Grass,grass,2,1
LAW094,2022,55,LAW094_55,SATR12,Annual,Herb,weed,18,9
LAW094,2022,55,LAW094_55,ERNA10,Perennial,Shrub,shrub,5,2.5
LAW094,2022,55,LAW094_55,ATCA2,Perennial,Shrub,shrub,7,3.5
LAW094,2022,55,LAW094_55,SPAI,Perennial,Grass,grass,7,3.5
LAW094,2022,55,LAW094_55,ATPO,Perennial,Shrub,shrub,1,0.5
LAW094,2022,55,LAW094_55,KRLA2,Perennial,Shrub,shrub,6,3
LAW094,2022,56,LAW094_56,SATR12,Annual,Herb,weed,23,11.5
LAW094,2022,56,LAW094_56,ERNA10,Perennial,Shrub,shrub,4,2
LAW094,2022,56,LAW094_56,ATCA2,Perennial,Shrub,shrub,12,6
LAW094,2022,56,LAW094_56,SPAI,Perennial,Grass,grass,4,2
LAW094,2022,56,LAW094_56,DISP,Perennial,Grass,grass,1,0.5
LAW094,2022,57,LAW094_57,SATR12,Annual,Herb,weed,18,9
LAW094,2022,57,LAW094_57,ATCA2,Perennial,Shrub,shrub,14,7
LAW094,2022,57,LAW094_57,ATPO,Perennial,Shrub,shrub,9,4.5
LAW094,2022,58,LAW094_58,SATR12,Annual,Herb,weed,22,11
LAW094,2022,58,LAW094_58,ATTO,Perennial,Shrub,shrub,9,4.5
LAW094,2022,58,LAW094_58,ERNA10,Perennial,Shrub,shrub,6,3
LAW094,2022,58,LAW094_58,ENFA,NA,NA,NA,3,1.5
LAW094,2022,58,LAW094_58,ATCA2,Perennial,Shrub,shrub,5,2.5
LAW094,2022,59,LAW094_59,SATR12,Annual,Herb,weed,24,12
LAW094,2022,59,LAW094_59,ERNA10,Perennial,Shrub,shrub,8,4
LAW094,2022,59,LAW094_59,ATCA2,Perennial,Shrub,shrub,15,7.5
LAW094,2022,59,LAW094_59,SPAI,Perennial,Grass,grass,1,0.5
LAW094,2022,60,LAW094_60,SATR12,Annual,Herb,weed,18,9
LAW094,2022,60,LAW094_60,ATTO,Perennial,Shrub,shrub,8,4
LAW094,2022,60,LAW094_60,ATCA2,Perennial,Shrub,shrub,9,4.5
LAW094,2022,60,LAW094_60,SPAI,Perennial,Grass,grass,3,1.5
LAW094,2022,60,LAW094_60,ATPO,Perennial,Shrub,shrub,2,1
LAW090,2022,61,LAW090_61,ATPO,Perennial,Shrub,shrub,3,1.5
LAW090,2022,61,LAW090_61,SATR12,Annual,Herb,weed,1,0.5
LAW090,2022,61,LAW090_61,ATCA2,Perennial,Shrub,shrub,2,1
LAW090,2022,61,LAW090_61,ATTO,Perennial,Shrub,shrub,11,5.5
LAW090,2022,61,LAW090_61,SAVE4,Perennial,Shrub,shrub,6,3
LAW090,2022,61,LAW090_61,POFR2,Perennial,Tree,tree,5,2.5
LAW090,2022,61,LAW090_61,SPAI,Perennial,Grass,grass,2,1
LAW090,2022,62,LAW090_62,ERNA10,Perennial,Shrub,shrub,9,4.5
LAW090,2022,62,LAW090_62,ATPO,Perennial,Shrub,shrub,10,5
LAW090,2022,62,LAW090_62,SATR12,Annual,Herb,weed,8,4
LAW090,2022,62,LAW090_62,ATCA2,Perennial,Shrub,shrub,9,4.5
LAW090,2022,62,LAW090_62,ATTO,Perennial,Shrub,shrub,3,1.5
LAW090,2022,62,LAW090_62,BAHY,Annual,Herb,weed,2,1
LAW090,2022,62,LAW090_62,HECU3,Perennial,Herb,forb,1,0.5
LAW090,2022,63,LAW090_63,ERNA10,Perennial,Shrub,shrub,10,5
LAW090,2022,63,LAW090_63,ATPO,Perennial,Shrub,shrub,6,3
LAW090,2022,63,LAW090_63,SATR12,Annual,Herb,weed,8,4
LAW090,2022,63,LAW090_63,ATCA2,Perennial,Shrub,shrub,11,5.5
LAW090,2022,64,LAW090_64,SATR12,Annual,Herb,weed,16,8
LAW090,2022,64,LAW090_64,ATCA2,Perennial,Shrub,shrub,21,10.5
LAW090,2022,65,LAW090_65,SATR12,Annual,Herb,weed,8,4
LAW090,2022,65,LAW090_65,ATTO,Perennial,Shrub,shrub,43,21.5
LAW090,2022,66,LAW090_66,ERNA10,Perennial,Shrub,shrub,3,1.5
LAW090,2022,66,LAW090_66,ATPO,Perennial,Shrub,shrub,6,3
LAW090,2022,66,LAW090_66,SATR12,Annual,Herb,weed,1,0.5
LAW090,2022,66,LAW090_66,ATCA2,Perennial,Shrub,shrub,14,7
LAW090,2022,66,LAW090_66,ATTO,Perennial,Shrub,shrub,8,4
LAW090,2022,66,LAW090_66,SAVE4,Perennial,Shrub,shrub,2,1
LAW090,2022,67,LAW090_67,ERNA10,Perennial,Shrub,shrub,7,3.5
LAW090,2022,67,LAW090_67,ATPO,Perennial,Shrub,shrub,3,1.5
LAW090,2022,67,LAW090_67,SATR12,Annual,Herb,weed,2,1
LAW090,2022,67,LAW090_67,ATCA2,Perennial,Shrub,shrub,13,6.5
LAW090,2022,67,LAW090_67,ACHY,Perennial,Grass,grass,2,1
LAW090,2022,67,LAW090_67,ATTO,Perennial,Shrub,shrub,8,4
LAW090,2022,68,LAW090_68,ATPO,Perennial,Shrub,shrub,9,4.5
LAW090,2022,68,LAW090_68,SATR12,Annual,Herb,weed,19,9.5
LAW090,2022,68,LAW090_68,ATCA2,Perennial,Shrub,shrub,6,3
LAW090,2022,69,LAW090_69,ATPO,Perennial,Shrub,shrub,15,7.5
LAW090,2022,69,LAW090_69,SATR12,Annual,Herb,weed,6,3
LAW090,2022,69,LAW090_69,ERNA10,Perennial,Shrub,shrub,4,2
LAW090,2022,69,LAW090_69,KRLA2,Perennial,Shrub,shrub,1,0.5
LAW090,2022,69,LAW090_69,ATTO,Perennial,Shrub,shrub,7,3.5
LAW090,2022,70,LAW090_70,ATPO,Perennial,Shrub,shrub,7,3.5
LAW090,2022,70,LAW090_70,SATR12,Annual,Herb,weed,5,2.5
LAW090,2022,70,LAW090_70,ATCA2,Perennial,Shrub,shrub,6,3
LAW090,2022,70,LAW090_70,ERNA10,Perennial,Shrub,shrub,8,4
LAW090,2022,70,LAW090_70,HECU3,Perennial,Herb,forb,2,1
LAW090,2022,71,LAW090_71,ERNA10,Perennial,Shrub,shrub,6,3
LAW090,2022,71,LAW090_71,SATR12,Annual,Herb,weed,17,8.5
LAW090,2022,71,LAW090_71,ATCA2,Perennial,Shrub,shrub,3,1.5
LAW090,2022,71,LAW090_71,PSARM,Perennial,Shrub,shrub,1,0.5
LAW090,2022,71,LAW090_71,ATPO,Perennial,Shrub,shrub,3,1.5
LAW090,2022,71,LAW090_71,KRLA2,Perennial,Shrub,shrub,1,0.5
LAW090,2022,72,LAW090_72,SATR12,Annual,Herb,weed,2,1
LAW090,2022,72,LAW090_72,ATCA2,Perennial,Shrub,shrub,15,7.5
LAW090,2022,72,LAW090_72,ATPO,Perennial,Shrub,shrub,10,5
LAW090,2022,73,LAW090_73,SATR12,Annual,Herb,weed,1,0.5
LAW090,2022,73,LAW090_73,ATCA2,Perennial,Shrub,shrub,22,11
LAW090,2022,73,LAW090_73,ATPO,Perennial,Shrub,shrub,18,9
LAW090,2022,73,LAW090_73,KRLA2,Perennial,Shrub,shrub,4,2
LAW090,2022,74,LAW090_74,ATCA2,Perennial,Shrub,shrub,7,3.5
LAW090,2022,74,LAW090_74,ATPO,Perennial,Shrub,shrub,42,21
LAW090,2022,74,LAW090_74,SPAI,Perennial,Grass,grass,5,2.5
LAW090,2022,75,LAW090_75,SATR12,Annual,Herb,weed,2,1
LAW090,2022,75,LAW090_75,ATCA2,Perennial,Shrub,shrub,1,0.5
LAW090,2022,75,LAW090_75,ATPO,Perennial,Shrub,shrub,36,18
LAW090,2022,75,LAW090_75,ATTO,Perennial,Shrub,shrub,5,2.5
LAW090,2022,76,LAW090_76,SATR12,Annual,Herb,weed,1,0.5
LAW090,2022,76,LAW090_76,ATCA2,Perennial,Shrub,shrub,1,0.5
LAW090,2022,76,LAW090_76,ATPO,Perennial,Shrub,shrub,5,2.5
LAW090,2022,76,LAW090_76,ERNA10,Perennial,Shrub,shrub,28,14
LAW090,2022,77,LAW090_77,SATR12,Annual,Herb,weed,2,1
LAW090,2022,77,LAW090_77,ATCA2,Perennial,Shrub,shrub,18,9
LAW090,2022,77,LAW090_77,ATPO,Perennial,Shrub,shrub,14,7
LAW090,2022,78,LAW090_78,SATR12,Annual,Herb,weed,17,8.5
LAW090,2022,78,LAW090_78,ATCA2,Perennial,Shrub,shrub,9,4.5
LAW090,2022,78,LAW090_78,ATPO,Perennial,Shrub,shrub,14,7
LAW090,2022,78,LAW090_78,ARTR2,Perennial,Shrub,shrub,4,2
LAW090,2022,78,LAW090_78,ERNA10,Perennial,Shrub,shrub,8,4
LAW090,2022,79,LAW090_79,SATR12,Annual,Herb,weed,45,22.5
LAW090,2022,79,LAW090_79,ATCA2,Perennial,Shrub,shrub,4,2
LAW090,2022,79,LAW090_79,ATPO,Perennial,Shrub,shrub,7,3.5
LAW090,2022,79,LAW090_79,ATTO,Perennial,Shrub,shrub,7,3.5
LAW090,2022,79,LAW090_79,MACA17,Perennial,Shrub,shrub,1,0.5
LAW090,2022,80,LAW090_80,SATR12,Annual,Herb,weed,4,2
LAW090,2022,80,LAW090_80,ATCA2,Perennial,Shrub,shrub,5,2.5
